OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,YearCollected,MonthCollected,DayCollected,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,Measure,ResultSampleFractionText,Result,Unit,Unit_full,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442264,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.69,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,602,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442265,,,Organic Nitrogen,Total,0.82,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442266,,,Organic Nitrogen,Dissolved,0.39,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,607,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442267,,,Ammonia and ammonium,Dissolved,0.01,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,608,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442268,,,Ammonia and ammonium,Total,0.04,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442269,,,Kjeldahl nitrogen,Dissolved,0.4,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,623,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442270,,,Kjeldahl nitrogen,Suspended,0.46,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,624,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442271,,,Kjeldahl nitrogen,Total,0.86,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442272,,,Inorganic nitrogen (nitrate and nitrite),Total,0.37,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442273,,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.29,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,631,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442274,,,Phosphorus,Total,0.08,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442275,,,Phosphorus,Dissolved,0.05,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,666,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442332,,,Ammonia and ammonium,Total,0.05,mg/l NH4,mg/l NH4,,Historical,,Actual,,,,,,,,,,,71845,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442333,,,Ammonia and ammonium,Dissolved,0.01,mg/l NH4,mg/l NH4,,Historical,,Actual,,,,,,,,,,,71846,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442334,,,Phosphorus,Total,0.25,mg/l PO4,mg/l PO4,,Historical,,Actual,,,,,,,,,,,71886,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000016,Sample-Routine,Water,Surface Water,1980,7,2,7/2/80,15:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442335,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,5.4,mg/l NO3,mg/l NO3,,Historical,,Actual,,,,,,,,,,,71887,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544245,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544246,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,1.1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,602,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544247,,,Organic Nitrogen,Total,0.99,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544248,,,Organic Nitrogen,Dissolved,1.1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,607,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544249,,,Ammonia and ammonium,Dissolved,0.02,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,608,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544250,,,Ammonia and ammonium,Total,0.01,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544251,,,Kjeldahl nitrogen,Dissolved,1.1,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,623,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544252,,,Kjeldahl nitrogen,Total,1,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544253,,,Inorganic nitrogen (nitrate and nitrite),Total,0,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544254,,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,631,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544255,,,Phosphorus,Total,0.07,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544256,,,Phosphorus,Dissolved,0.06,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,666,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544314,,,Ammonia and ammonium,Total,0.01,mg/l NH4,mg/l NH4,,Historical,,Actual,,,,,,,,,,,71845,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544315,,,Ammonia and ammonium,Dissolved,0.03,mg/l NH4,mg/l NH4,,Historical,,Actual,,,,,,,,,,,71846,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544316,,,Phosphorus,Total,0.21,mg/l PO4,mg/l PO4,,Historical,,Actual,,,,,,,,,,,71886,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98100001,Sample-Routine,Water,Surface Water,1980,10,15,10/15/80,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11544317,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,4.4,mg/l NO3,mg/l NO3,,Historical,,Actual,,,,,,,,,,,71887,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000022,Sample-Routine,Water,Surface Water,1980,1,22,1/22/80,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442607,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000022,Sample-Routine,Water,Surface Water,1980,1,22,1/22/80,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442608,,,Kjeldahl nitrogen,Total,0.98,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000022,Sample-Routine,Water,Surface Water,1980,1,22,1/22/80,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442609,,,Inorganic nitrogen (nitrate and nitrite),Total,0.18,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000022,Sample-Routine,Water,Surface Water,1980,1,22,1/22/80,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442610,,,Phosphorus,Total,0.07,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000022,Sample-Routine,Water,Surface Water,1980,1,22,1/22/80,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442629,,,Phosphorus,Total,0.21,mg/l PO4,mg/l PO4,,Historical,,Actual,,,,,,,,,,,71886,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000022,Sample-Routine,Water,Surface Water,1980,1,22,1/22/80,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442630,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,5.1,mg/l NO3,mg/l NO3,,Historical,,Actual,,,,,,,,,,,71887,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442380,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.85,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442381,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.78,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,602,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442382,,,Organic Nitrogen,Total,0.81,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442383,,,Organic Nitrogen,Dissolved,0.73,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,607,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442384,,,Ammonia and ammonium,Dissolved,0.05,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,608,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442385,,,Ammonia and ammonium,Total,0.04,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442386,,,Kjeldahl nitrogen,Dissolved,0.78,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,623,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442387,,,Kjeldahl nitrogen,Suspended,0.07,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,624,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442388,,,Kjeldahl nitrogen,Total,0.85,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442389,,,Inorganic nitrogen (nitrate and nitrite),Total,0,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442390,,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,631,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442391,,,Phosphorus,Total,0.07,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000018,Sample-Routine,Water,Surface Water,1980,8,11,8/11/80,11:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442392,,,Phosphorus,Dissolved,0.04,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,666,,,,,,,,,,,,,,,,,,,,,,,NWIS
