OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,YearCollected,MonthCollected,DayCollected,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,Measure,ResultSampleFractionText,Result,Unit,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900003,Sample-Routine,Water,Surface Water,1978,11,20,11/20/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307075,,,"Biochemical oxygen demand, standard conditions",Total,2.1,mg/l,,Historical,,Actual,,5 Day,20 deg C,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900003,Sample-Routine,Water,Surface Water,1978,11,20,11/20/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307076,,,pH,Total,6.7,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900003,Sample-Routine,Water,Surface Water,1978,11,20,11/20/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307078,,,Alkalinity,Total,20,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900003,Sample-Routine,Water,Surface Water,1978,11,20,11/20/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307091,,,"Hardness, Ca, Mg",,11,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900003,Sample-Routine,Water,Surface Water,1978,11,20,11/20/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307092,,,"Hardness, non-carbonate",Total,0,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900003,Sample-Routine,Water,Surface Water,1978,11,20,11/20/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307096,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,1.7,None,,Historical,,Actual,,,,,,,,,,,931,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900003,Sample-Routine,Water,Surface Water,1978,11,20,11/20/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307103,,,Stream flow,,46,m3/sec,,Historical,Mean,Actual,,1 Day,,,,,,,,,30208,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900003,Sample-Routine,Water,Surface Water,1978,11,20,11/20/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307107,,,Total dissolved solids,Dissolved,65,mg/l,,Historical,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900003,Sample-Routine,Water,Surface Water,1978,11,20,11/20/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307108,,,Total dissolved solids,Dissolved,58,mg/l,,Historical,,Actual,,,,,,,,,,,70301,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900003,Sample-Routine,Water,Surface Water,1978,11,20,11/20/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307109,,,Total dissolved solids,Dissolved,0.09,tons/ac ft,,Historical,,Actual,,,,,,,,,,,70303,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216158,,,"Temperature, water",,29,deg C,,Historical,,Actual,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216160,,,"Stream flow, instantaneous",,2000,ft3/s,,Historical,,Actual,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216161,,,Turbidity,Total,20,JTU,,Historical,,Actual,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216162,,,Turbidity,Total,21,NTU,,Historical,,Actual,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216163,,,Color,Dissolved,50,PCU,,Historical,,Actual,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216164,,,Specific conductance,Total,114,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216165,,,"Acidity, (H+)",Total,0.00032,mg/l,,Historical,,Actual,,,,,,,,,,,191,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216167,,,"Biochemical oxygen demand, standard conditions",Total,2.6,mg/l,,Historical,,Actual,,5 Day,20 deg C,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216168,,,pH,Total,6.5,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216170,,,Alkalinity,Total,12,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216182,,,"Hardness, Ca, Mg",,15,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216183,,,"Hardness, non-carbonate",Total,3,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216187,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,1.6,None,,Historical,,Actual,,,,,,,,,,,931,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216194,,,"Stream flow, instantaneous",,57,m3/sec,,Historical,,Actual,,,,,,,,,,,30209,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216196,,,Total dissolved solids,Dissolved,69,mg/l,,Historical,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216197,,,Total dissolved solids,Dissolved,66,mg/l,,Historical,,Actual,,,,,,,,,,,70301,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216198,,,Total dissolved solids,Dissolved,373,tons/day,,Historical,,Actual,,,,,,,,,,,70302,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800019,Sample-Routine,Water,Surface Water,1978,9,6,9/6/78,15:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216199,,,Total dissolved solids,Dissolved,0.09,tons/ac ft,,Historical,,Actual,,,,,,,,,,,70303,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307827,,,"Temperature, water",,21,deg C,,Historical,,Actual,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307829,,,Turbidity,Total,20,JTU,,Historical,,Actual,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307830,,,Color,Dissolved,50,PCU,,Historical,,Actual,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307831,,,Specific conductance,Total,102,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307832,,,"Acidity, (H+)",Total,0.00025,mg/l,,Historical,,Actual,,,,,,,,,,,191,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307834,,,"Biochemical oxygen demand, standard conditions",Total,3,mg/l,,Historical,,Actual,,5 Day,20 deg C,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307835,,,pH,Total,6.6,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307837,,,Alkalinity,Total,21,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307846,,,"Hardness, Ca, Mg",,14,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307847,,,"Hardness, non-carbonate",Total,0,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307851,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,1.5,None,,Historical,,Actual,,,,,,,,,,,931,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307895,,,Total dissolved solids,Dissolved,75,mg/l,,Historical,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307896,,,Total dissolved solids,Dissolved,60,mg/l,,Historical,,Actual,,,,,,,,,,,70301,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900020,Sample-Routine,Water,Surface Water,1978,10,10,10/10/78,13:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11307897,,,Total dissolved solids,Dissolved,0.1,tons/ac ft,,Historical,,Actual,,,,,,,,,,,70303,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800009,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11215743,,,"Temperature, water",,21.5,deg C,,Historical,,Actual,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800009,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11215745,,,"Stream flow, instantaneous",,4890,ft3/s,,Historical,,Actual,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800009,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11215746,,,Turbidity,Total,15,JTU,,Historical,,Actual,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800009,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11215747,,,Color,Dissolved,30,PCU,,Historical,,Actual,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800009,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11215748,,,Specific conductance,Total,76,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800009,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11215749,,,"Acidity, (H+)",Total,0.0004,mg/l,,Historical,,Actual,,,,,,,,,,,191,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800009,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11215751,,,"Biochemical oxygen demand, standard conditions",Total,1.1,mg/l,,Historical,,Actual,,5 Day,20 deg C,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800009,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11215752,,,pH,Total,6.4,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800009,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11215754,,,Alkalinity,Total,15,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800009,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11215768,,,"Hardness, Ca, Mg",,15,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800009,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,12:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11215769,,,"Hardness, non-carbonate",Total,1,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,NWIS
