OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,YearCollected,MonthCollected,DayCollected,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800026,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,10:30:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216513,,,Carbophenothion-methyl,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39790,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97800026,Sample-Routine,Water,Surface Water,1978,4,5,4/5/78,10:30:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11216519,,,Dichlorprop,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,82183,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308115,,,Ethylan,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39034,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308117,,,Aldrin,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39330,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308118,,,gamma-HCH (Lindane),Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39340,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308119,,,"Chlordane, technical",Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39350,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308120,,,"p,p'-DDD",Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39360,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308121,,,"p,p'-DDE",Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39365,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308122,,,"p,p'-DDT",Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39370,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308123,,,Dieldrin,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39380,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308124,,,.alpha.-Endosulfan,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39388,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308125,,,Endrin,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39390,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308126,,,Ethion,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39398,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308127,,,Toxaphene,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308128,,,Heptachlor,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308129,,,Heptachlor epoxide,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39420,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308130,,,Polychlorinated biphenyls,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39516,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308131,,,Malathion,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39530,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308132,,,Parathion,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39540,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308133,,,Diazinon,Recoverable,0.01,ug/l,,Historical,,Actual,,,,,,,,,,,39570,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308134,,,Methyl parathion,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39600,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308135,,,"2,4-D",Recoverable,0.01,ug/l,,Historical,,Actual,,,,,,,,,,,39730,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308137,,,Mirex,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39755,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308138,,,Silvex,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39760,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308139,,,Carbophenothion,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39786,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308140,,,Carbophenothion-methyl,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39790,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97900026,Sample-Routine,Water,Surface Water,1979,4,12,4/12/79,13:00:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11308148,,,Dichlorprop,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,82183,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442540,,,Ethylan,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39034,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442543,,,Aldrin,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39330,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442544,,,Aldrin,Bed Sediment,0,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39333,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442545,,,gamma-HCH (Lindane),Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39340,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442546,,,gamma-HCH (Lindane),Bed Sediment,0,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39343,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442547,,,"Chlordane, technical",Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39350,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442548,,,"Chlordane, technical",Bed Sediment,0,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39351,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442549,,,"p,p'-DDD",Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39360,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442550,,,"p,p'-DDD",Bed Sediment,0.1,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39363,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442551,,,"p,p'-DDE",Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39365,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442552,,,"p,p'-DDE",Bed Sediment,0.1,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39368,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442553,,,"p,p'-DDT",Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39370,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442554,,,"p,p'-DDT",Bed Sediment,0,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39373,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442555,,,Dieldrin,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39380,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442556,,,Dieldrin,Bed Sediment,0,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39383,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442557,,,.alpha.-Endosulfan,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39388,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442558,,,Endrin,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39390,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442559,,,Endrin,Bed Sediment,0,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39393,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442560,,,Ethion,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39398,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442561,,,Ethion,Bed Sediment,0,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39399,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442562,,,Toxaphene,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442563,,,Toxaphene,Bed Sediment,0,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39403,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442564,,,Heptachlor,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442565,,,Heptachlor,Bed Sediment,0,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39413,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442566,,,Heptachlor epoxide,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39420,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442567,,,Heptachlor epoxide,Bed Sediment,0,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39423,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442568,,,Methoxychlor,Bed Sediment,0,ug/kg,,Historical,,Actual,Dry,,,,,,,,,,39481,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.98000021,Sample-Routine,Water,Surface Water,1979,10,22,10/22/79,11:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11442569,,,Polychlorinated biphenyls,Recoverable,0,ug/l,,Historical,,Actual,,,,,,,,,,,39516,,,,,,,,,,,,,,,,,,,,,,,NWIS
