OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,YearCollected,MonthCollected,DayCollected,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,Measure,ResultSampleFractionText,Result,Unit,FullUnit,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600035,Sample-Routine,Water,Surface Water,1976,9,2,9/2/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007710,,,Sodium_percent total cations,,74,%,%,,Historical,,Actual,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600035,Sample-Routine,Water,Surface Water,1976,9,2,9/2/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007711,,,Potassium,Dissolved,1.9,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600035,Sample-Routine,Water,Surface Water,1976,9,2,9/2/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007712,,,Chloride,Dissolved,12,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600035,Sample-Routine,Water,Surface Water,1976,9,2,9/2/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007713,,,Sulfate,Dissolved,13,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600035,Sample-Routine,Water,Surface Water,1976,9,2,9/2/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007714,,,Fluoride,Dissolved,0.1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600035,Sample-Routine,Water,Surface Water,1976,9,2,9/2/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007715,,,Silica,Dissolved,11,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007377,,,Oxygen,Dissolved,8.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007380,,,Carbon dioxide,Total,3.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007382,,,Bicarbonate,Total,20,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007383,,,Carbonate,Total,0,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007391,,,Calcium,Dissolved,3.8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007392,,,Magnesium,Dissolved,1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007393,,,Sodium,Dissolved,7.5,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007395,,,Sodium_percent total cations,,51,%,%,,Historical,,Actual,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007396,,,Potassium,Dissolved,1.8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007397,,,Chloride,Dissolved,7.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007398,,,Sulfate,Dissolved,9.1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007399,,,Fluoride,Dissolved,0.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600028,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,17:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007400,,,Silica,Dissolved,8.3,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112462,,,Oxygen,Dissolved,10.6,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112465,,,Carbon dioxide,Total,4.1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112467,,,Bicarbonate,Total,16,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112468,,,Carbonate,Total,0,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112475,,,Calcium,Dissolved,2.7,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112476,,,Magnesium,Dissolved,1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112477,,,Sodium,Dissolved,7.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112479,,,Sodium_percent total cations,,54,%,%,,Historical,,Actual,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112480,,,Potassium,Dissolved,1.8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112481,,,Chloride,Dissolved,7.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112482,,,Sulfate,Dissolved,7.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112483,,,Fluoride,Dissolved,0.1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700006,Sample-Routine,Water,Surface Water,1976,12,9,12/9/76,14:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112484,,,Silica,Dissolved,9.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113228,,,Oxygen,Dissolved,8.9,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113231,,,Carbon dioxide,Total,10,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113233,,,Bicarbonate,Total,25,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113234,,,Carbonate,Total,0,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113239,,,Calcium,Dissolved,5.7,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113240,,,Magnesium,Dissolved,1.4,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113241,,,Sodium,Dissolved,10,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113243,,,Sodium_percent total cations,,49,%,%,,Historical,,Actual,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113244,,,Potassium,Dissolved,2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113245,,,Chloride,Dissolved,7.7,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113246,,,Sulfate,Dissolved,12,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113247,Not Detected,,Fluoride,Dissolved,,,,,Historical,,Actual,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,mg/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700027,Sample-Routine,Water,Surface Water,1977,2,25,2/25/77,13:00:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113248,,,Silica,Dissolved,9.5,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112677,,,Oxygen,Dissolved,8.5,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112679,,,Carbon dioxide,Total,13,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112681,,,Bicarbonate,Total,10,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112682,,,Carbonate,Total,0,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112690,,,Calcium,Dissolved,3,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112691,,,Magnesium,Dissolved,1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112692,,,Sodium,Dissolved,4.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112694,,,Sodium_percent total cations,,40,%,%,,Historical,,Actual,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112695,,,Potassium,Dissolved,1.8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112696,,,Chloride,Dissolved,3.6,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112697,,,Sulfate,Dissolved,8.8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112698,Not Detected,,Fluoride,Dissolved,,,,,Historical,,Actual,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,0.1,mg/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112699,,,Silica,Dissolved,6.8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112700,Not Detected,,Arsenic,Dissolved,,,,,Historical,,Actual,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,1,ug/l,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700012,Sample-Routine,Water,Surface Water,1977,4,6,4/6/77,12:30:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11112701,,,Arsenic,Suspended,2,ug/l,ug/l,,Historical,,Actual,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,,,,,,,NWIS
